product_type,sku,price,availability,number_of_products_sold,revenue_generated,customer_demographics,stock_levels,lead_time_alt,order_quantities,shipping_times,shipping_carriers,shipping_costs,supplier_name,location,lead_time,production_volumes,manufacturing_lead_time,manufacturing_costs,inspection_results,defect_rates,transportation_modes,routes,costs,total_cost,profit,delay_risk,stock_risk
haircare,SKU1189,5.54,25,963,5845.759803,Female,142,38,95,2,Carrier A,7.586154193,Supplier 3,Mumbai,31,194,10,20.4892018944,Pending,1.159417336604252,Road,Route C,452.899602,28.0753560874,5817.6844469126,0,1
haircare,SKU1190,22.18,63,873,20896.432307,Female,133,34,108,9,Carrier A,7.0768825425,Supplier 1,Kolkata,35,1041,58,23.4180791856,Pass,1.101985041162586,Road,Route C,558.889727,30.4949617281,20865.937345271897,1,1
haircare,SKU1191,53.01,19,617,34752.872978,Female,15,30,159,14,Carrier A,15.2888916283,Supplier 2,Mumbai,19,355,45,38.2327874263,Pass,2.585148493581276,Sea,Route A,766.281686,53.5216790546,34699.3512989454,0,1
cosmetics,SKU1192,94.54,81,596,58115.236374,Male,98,9,61,8,Carrier C,9.3217344097,Supplier 3,Kolkata,51,873,32,92.7904762737,Pass,1.474120440996781,Air,Route A,196.760272,102.1122106834,58013.1241633166,1,1
skincare,SKU1193,68.83,32,502,35872.003718,Male,155,26,103,8,Carrier A,13.7172018427,Supplier 1,Mumbai,41,1190,11,81.6535457221,Pass,2.629202510948201,Road,Route A,552.640543,95.37074756480001,35776.6329704352,1,1
skincare,SKU1194,72.91,42,738,56258.96175,Female,5,14,44,10,Carrier A,18.9816536754,Supplier 1,Chennai,12,295,39,67.2307405454,Pass,3.017146088894917,Rail,Route B,894.112851,86.2123942208,56172.749355779204,0,1
cosmetics,SKU1195,64.73,82,903,63512.549176,Male,10,24,39,14,Carrier A,9.2024379022,Supplier 3,Delhi,46,389,45,95.7894427456,Pending,2.783057116933209,Air,Route A,603.465771,104.9918806478,63407.5572953522,1,1
skincare,SKU1196,64.82,72,60,4240.104651,Male,72,10,110,10,Carrier B,2.1989992723,Supplier 1,Bangalore,57,1014,27,63.8725833517,Pending,4.996121332999255,Rail,Route B,719.23342,66.071582624,4174.033068375999,1,0
skincare,SKU1197,63.5,74,247,14832.910536,Female,108,25,25,8,Carrier C,5.4327434636,Supplier 3,Chennai,48,1325,15,43.1676526012,Fail,3.566256057399876,Sea,Route B,951.16458,48.600396064799995,14784.3101399352,1,1
skincare,SKU1198,79.68,33,213,16198.787485,Female,193,57,180,13,Carrier C,12.545281282,Supplier 5,Mumbai,35,767,14,44.5932708161,Pass,4.354615743317592,Road,Route C,914.988325,57.1385520981,16141.6489329019,1,1
skincare,SKU1199,48.84,5,135,7105.259926,Female,31,26,12,9,Carrier B,5.235458372,Supplier 1,Chennai,49,406,27,57.7083757127,Pass,2.411474085969195,Road,Route C,825.3504,62.9438340847,7042.3160919153,1,1
skincare,SKU1200,19.39,33,123,2601.080616,Non-binary,114,38,140,7,Carrier C,15.2338219499,Supplier 3,Bangalore,23,723,43,48.4061803005,Pass,3.893638987230505,Road,Route B,495.498053,63.640002250399995,2537.4406137496003,0,1
cosmetics,SKU1201,92.94,60,648,64589.533412,Unknown,69,39,113,4,Carrier A,2.3306692813,Supplier 3,Mumbai,16,941,36,31.4223201533,Pending,4.293095710107909,Road,Route B,112.876741,33.752989434599996,64555.780422565396,0,1
haircare,SKU1202,79.57,45,964,73563.761623,Female,57,10,31,7,Carrier B,12.5059948636,Supplier 5,Chennai,55,432,42,10.309824905,Pending,1.531257341982648,Road,Route A,496.119434,22.8158197686,73540.9458032314,1,1
skincare,SKU1203,16.26,51,844,13925.464918,Female,145,26,15,9,Carrier C,18.6179841901,Supplier 2,Delhi,33,415,55,51.780264957,Pass,2.029579304110229,Rail,Route C,249.866839,70.3982491471,13855.0666688529,1,1
skincare,SKU1204,22.64,15,821,17134.533056,Unknown,34,15,23,13,Carrier A,8.6751734999,Supplier 2,Delhi,5,686,31,87.6356291583,Pending,1.288094143900955,Road,Route A,853.457113,96.3108026582,17038.2222533418,0,1
skincare,SKU1205,63.93,66,852,51462.606254,Unknown,85,59,161,12,Carrier B,2.5420257334,Supplier 5,Mumbai,24,377,48,64.8623166673,Pending,1.850063570383045,Road,Route C,925.147518,67.40434240069999,51395.201911599295,0,1
cosmetics,SKU1206,36.8,92,828,28253.515531,Female,21,54,122,1,Carrier C,12.7122445371,Supplier 1,Bangalore,20,619,42,52.052576333,Pass,2.607663947200998,Road,Route B,635.994352,64.7648208701,28188.7507101299,0,1
skincare,SKU1207,29.44,55,659,20430.989743,Female,42,34,10,5,Carrier A,16.4506487596,Supplier 4,Mumbai,13,1103,22,92.4271967661,Pending,0.738891215952186,Rail,Route C,611.714938,108.8778455257,20322.111897474297,0,1
skincare,SKU1208,20.04,82,787,15866.799822,Female,52,6,26,14,Carrier A,18.6693079398,Supplier 2,Mumbai,41,1000,31,64.1341122097,Pass,0.962094992155145,Air,Route A,391.351808,82.8034201495,15783.996401850502,1,1
cosmetics,SKU1209,19.65,58,206,3867.334742,Female,182,6,140,1,Carrier B,9.3355194288,Supplier 2,Chennai,27,433,40,15.5605909806,Pass,1.339148688793252,Sea,Route C,365.61344,24.896110409400002,3842.4386315906,0,1
skincare,SKU1210,65.42,74,807,57232.152967,Female,112,43,12,3,Carrier B,8.5712660936,Supplier 4,Bangalore,20,977,51,47.5156593334,Pending,3.11912445667857,Rail,Route B,289.983224,56.086925427000004,57176.066041573,0,1
cosmetics,SKU1211,76.17,94,10,770.604151,Non-binary,143,42,12,7,Carrier B,13.4784095194,Supplier 5,Bangalore,8,836,15,22.3020923246,Pass,2.325022944335674,Road,Route B,465.405196,35.780501844,734.823649156,0,0
cosmetics,SKU1212,59.78,12,104,6281.515413,Female,32,45,127,2,Carrier C,18.3516402899,Supplier 5,Chennai,12,298,24,36.6880986419,Pending,0.837491580437074,Road,Route A,390.978213,55.0397389318,6226.4756740682005,0,1
haircare,SKU1213,70.83,18,548,36592.986389,Female,61,46,173,11,Carrier B,18.516020249,Supplier 2,Bangalore,39,1024,6,70.8233379774,Fail,3.117866425062404,Road,Route A,447.46114,89.33935822640001,36503.647030773594,1,1
skincare,SKU1214,56.6,66,338,18593.177588,Non-binary,191,8,110,1,Carrier B,10.1714908785,Supplier 1,Bangalore,37,1223,10,93.5456510486,Pass,4.230521704157853,Rail,Route A,627.372261,103.7171419271,18489.4604460729,1,1
skincare,SKU1215,27.85,74,712,21198.374945,Non-binary,110,32,25,4,Carrier B,7.0421219685,Supplier 4,Bangalore,18,637,25,93.4416207489,Pending,4.152818245454355,Road,Route B,750.466691,100.48374271739999,21097.8912022826,0,1
cosmetics,SKU1216,43.23,81,521,24324.717317,Unknown,72,12,41,2,Carrier C,19.4980077975,Supplier 2,Kolkata,27,1099,49,28.5525026389,Pass,0.902962697082915,Rail,Route B,886.509431,48.0505104364,24276.6668065636,0,1
skincare,SKU1217,86.37,95,316,28343.21684,Male,146,11,56,9,Carrier C,16.9611213472,Supplier 3,Mumbai,12,335,40,54.6431328466,Pass,2.914226311600745,Road,Route B,260.759266,71.60425419379999,28271.6125858062,0,1
haircare,SKU1218,37.89,79,460,17876.934886,Male,36,11,129,5,Carrier C,19.3300136324,Supplier 1,Kolkata,47,364,55,10.3142582743,Pending,3.422460027794077,Road,Route C,140.380717,29.6442719067,17847.290614093297,1,1
skincare,SKU1219,46.43,7,500,22768.731401,Unknown,77,10,32,14,Carrier C,1.8649844962,Supplier 4,Kolkata,23,196,48,61.7459396998,Fail,1.704830162129354,Road,Route A,150.500331,63.610924196,22705.120476804,0,1
skincare,SKU1220,57.18,93,951,56381.084838,Non-binary,1,22,159,9,Carrier C,14.6494556339,Supplier 5,Chennai,39,58,51,56.0553871892,Pending,0.79530345844167,Rail,Route A,874.330511,70.7048428231,56310.3799951769,1,1
skincare,SKU1221,57.65,34,595,34236.7601,Unknown,4,48,64,11,Carrier A,10.4019422886,Supplier 4,Mumbai,21,582,20,93.0927959237,Fail,0.986448616395576,Road,Route A,231.539214,103.49473821229999,34133.2653617877,0,1
cosmetics,SKU1222,64.16,37,774,49666.461049,Male,65,32,154,12,Carrier A,11.9008993326,Supplier 4,Chennai,34,592,27,83.619584254,Pass,1.386086119216696,Road,Route B,450.472188,95.52048358660001,49570.940565413395,1,1
haircare,SKU1223,84.13,23,931,85361.015276,Male,44,37,156,11,Carrier A,12.410378541,Supplier 3,Chennai,16,570,46,60.0126857914,Pending,4.156397568341921,Road,Route A,146.442289,72.4230643324,85288.59221166761,0,1
haircare,SKU1224,21.42,38,95,1857.213342,Female,53,32,119,14,Carrier B,16.4483930328,Supplier 1,Bangalore,38,84,10,11.7504318243,Pass,3.709089137100363,Rail,Route C,760.892782,28.1988248571,1829.0145171429,1,1
skincare,SKU1225,29.24,40,537,17167.34799,Male,150,25,74,6,Carrier A,8.1585870639,Supplier 4,Delhi,18,411,15,86.3155517255,Pass,1.841974156290231,Road,Route B,320.399677,94.4741387894,17072.8738512106,0,1
haircare,SKU1226,53.7,4,268,14517.372103,Female,107,59,126,4,Carrier A,13.0093891008,Supplier 2,Bangalore,40,249,29,95.2604660873,Pending,4.913113179643486,Rail,Route A,149.12228,108.2698551881,14409.1022478119,1,1
skincare,SKU1227,91.87,25,579,49521.118874,Female,74,2,129,6,Carrier B,3.577000511,Supplier 5,Delhi,42,724,49,32.9857636748,Pass,2.586416784357098,Road,Route B,198.41854,36.5627641858,49484.5561098142,1,1
skincare,SKU1228,81.61,32,62,5563.127732,Female,105,39,142,3,Carrier B,17.5761043168,Supplier 2,Chennai,47,603,59,95.595889613,Pass,2.364654187988742,Road,Route B,507.299196,113.1719939298,5449.9557380702,1,0
haircare,SKU1229,27.14,78,726,21151.603766,Female,87,8,24,3,Carrier A,18.1240840306,Supplier 1,Chennai,27,315,13,52.3719473442,Pending,2.804102790793015,Road,Route A,263.249188,70.4960313748,21081.1077346252,0,1
skincare,SKU1230,39.46,63,769,27564.470141,Female,8,22,129,12,Carrier B,9.9233295433,Supplier 3,Kolkata,58,1366,35,83.9400130412,Fail,0.692548886163392,Road,Route B,654.667,93.8633425845,27470.6067984155,1,1
haircare,SKU1231,76.62,72,433,32289.641179,Female,104,36,81,10,Carrier C,8.7172255532,Supplier 2,Chennai,45,1182,55,55.4968106767,Pending,0.526907386613826,Sea,Route C,803.975577,64.2140362299,32225.4271427701,1,1
skincare,SKU1232,38.05,16,825,33164.013053,Male,24,22,168,11,Carrier A,10.9789153197,Supplier 3,Kolkata,42,446,28,26.0463935473,Pending,3.241499636888947,Air,Route B,189.576805,37.025308867,33126.987744133,1,1
haircare,SKU1233,5.14,84,776,3700.493046,Unknown,83,56,62,3,Carrier B,1.2937547194,Supplier 4,Mumbai,26,268,33,65.7051846525,Pass,4.833821107803663,Road,Route A,860.825941,66.9989393719,3633.4941066281,0,1
haircare,SKU1234,8.07,91,179,1502.706961,Female,58,10,39,5,Carrier A,15.4486723478,Supplier 1,Kolkata,54,637,51,92.1411237621,Fail,3.12955743872681,Sea,Route C,830.014844,107.58979610989999,1395.1171648901002,1,1
haircare,SKU1235,50.27,1,388,18567.265488,Unknown,46,35,59,13,Carrier B,8.234583871,Supplier 1,Mumbai,32,861,54,78.448868619,Pending,3.233443584196884,Rail,Route A,526.797952,86.68345249,18480.58203551,1,1
cosmetics,SKU1236,28.96,9,539,16157.986584,Female,49,55,141,5,Carrier B,18.354054646,Supplier 5,Kolkata,8,342,55,94.584397838,Pass,1.579665579903047,Air,Route B,884.167285,112.93845248400001,16045.048131516,0,1
haircare,SKU1237,36.31,96,533,17475.315812,Male,45,22,21,14,Carrier B,4.3428910171,Supplier 4,Mumbai,5,1440,48,72.299445566,Pending,4.438444978619748,Air,Route C,232.735577,76.6423365831,17398.6734754169,0,1
skincare,SKU1238,73.3,78,345,25885.988614,Female,139,3,55,3,Carrier C,10.6433378681,Supplier 5,Bangalore,46,1272,53,65.3181969235,Fail,3.601431919647536,Air,Route B,446.422395,75.9615347916,25810.0270792084,1,1
haircare,SKU1239,44.41,29,772,30939.126474,Female,99,7,42,4,Carrier B,6.3944475274,Supplier 5,Mumbai,9,483,39,74.5554674739,Pass,0.53437711991049,Road,Route A,122.889107,80.9499150013,30858.1765589987,0,1
cosmetics,SKU1240,91.49,93,119,11577.65207,Unknown,86,46,65,2,Carrier B,10.8002399316,Supplier 5,Mumbai,15,754,14,98.9459730419,Pending,3.148997416812572,Air,Route B,726.060523,109.74621297350001,11467.9058570265,0,1
cosmetics,SKU1241,35.54,76,103,3920.322389,Non-binary,25,47,138,6,Carrier B,7.3990629858,Supplier 2,Bangalore,28,1412,13,12.8008131133,Pending,3.363948061519923,Road,Route B,191.911328,20.1998760991,3900.1225129009,0,1
cosmetics,SKU1242,32.89,69,773,27560.918737,Male,155,41,120,9,Carrier A,1.1820392869,Supplier 4,Kolkata,41,994,46,72.8022776415,Pass,3.815906548884186,Road,Route A,235.868494,73.98431692839999,27486.9344200716,1,1
cosmetics,SKU1243,35.29,79,964,33171.623589,Male,151,36,67,5,Carrier A,2.3384538254,Supplier 3,Chennai,57,1209,11,13.8775794541,Pass,3.209354113012181,Road,Route B,739.392227,16.2160332795,33155.4075557205,1,1
haircare,SKU1244,45.75,99,529,23256.002797,Male,63,57,15,12,Carrier B,10.95994666,Supplier 3,Bangalore,33,1463,25,85.1855120302,Pass,1.344466082319943,Rail,Route A,817.424956,96.1454586902,23159.8573383098,1,1
cosmetics,SKU1245,37.81,2,888,30977.146193,Male,94,32,50,10,Carrier C,19.738747273,Supplier 3,Bangalore,42,1371,41,87.2365969255,Pending,0.109745104735002,Road,Route A,296.198474,106.9753441985,30870.1708488015,1,1
skincare,SKU1246,51.51,66,445,23155.580698,Male,133,20,164,13,Carrier C,5.991642336,Supplier 1,Kolkata,17,923,29,62.2168986974,Fail,1.765571397946504,Road,Route A,664.690735,68.2085410334,23087.3721569666,0,1
haircare,SKU1247,80.24,85,96,7307.694227,Non-binary,135,9,54,1,Carrier A,5.4995403759,Supplier 3,Kolkata,41,1432,47,64.360947633,Pass,4.184828696860762,Road,Route A,883.020274,69.86048800889999,7237.8337389911,1,0
skincare,SKU1248,69.31,50,626,40307.630687,Non-binary,10,35,196,7,Carrier C,12.4820445634,Supplier 4,Kolkata,8,1221,25,15.2631337254,Pass,2.9233479299066,Road,Route A,506.250909,27.7451782888,40279.885508711195,0,1
skincare,SKU1249,62.01,90,507,32928.79186,Male,159,52,99,5,Carrier C,1.1225394163,Supplier 5,Chennai,40,716,25,35.3606946944,Fail,2.06167162339698,Road,Route C,378.641483,36.4832341107,32892.308625889294,1,1
haircare,SKU1250,46.33,27,397,18016.980424,Female,187,43,78,6,Carrier C,9.3669146924,Supplier 3,Bangalore,11,704,15,46.1910332395,Pending,0.58391042606836,Sea,Route B,171.734266,55.5579479319,17961.422476068103,0,1
haircare,SKU1251,53.86,34,926,51738.535086,Female,43,31,196,11,Carrier C,7.3169533115,Supplier 5,Bangalore,57,1181,53,83.0205531281,Fail,0.093363398638714,Road,Route A,130.27944,90.3375064396,51648.1975795604,1,1
haircare,SKU1252,11.63,85,271,3204.643383,Female,65,46,123,9,Carrier B,17.4195788885,Supplier 1,Mumbai,12,1427,38,21.1517227537,Pass,4.945479142075557,Rail,Route B,733.402905,38.5713016422,3166.0720813578,0,1
skincare,SKU1253,37.34,41,692,27595.854691,Non-binary,50,34,104,11,Carrier C,19.6616081649,Supplier 5,Delhi,12,305,25,52.5848543411,Fail,4.045456137655512,Road,Route C,225.114447,72.246462506,27523.608228494002,0,1
skincare,SKU1254,15.05,27,658,9389.417083,Non-binary,84,34,150,13,Carrier C,2.719878061,Supplier 1,Mumbai,32,849,12,46.7455161901,Fail,3.532952023740284,Rail,Route B,416.867296,49.4653942511,9339.9516887489,1,1
skincare,SKU1255,28.64,94,59,1675.054815,Female,103,10,129,12,Carrier A,5.7606733748,Supplier 1,Mumbai,49,255,41,69.3303029111,Pass,1.336033010046739,Road,Route C,819.392651,75.09097628590001,1599.9638387141,1,0
skincare,SKU1256,28.0,80,541,13665.685804,Female,97,53,119,7,Carrier A,1.2141194776,Supplier 3,Mumbai,27,1095,22,51.7836727698,Pass,4.421174396848086,Road,Route C,214.459478,52.9977922474,13612.6880117526,0,1
skincare,SKU1257,32.03,55,969,30167.274812,Female,76,6,141,12,Carrier B,18.7301067194,Supplier 3,Kolkata,39,630,43,22.7819839709,Pending,2.913111317266226,Road,Route C,732.486935,41.5120906903,30125.7627213097,1,1
skincare,SKU1258,18.06,21,469,7709.392864,Female,85,58,84,11,Carrier A,6.2481452017,Supplier 2,Chennai,18,777,30,76.9335545785,Pass,0.485357707471025,Road,Route C,403.468925,83.18169978019999,7626.211164219801,0,1
haircare,SKU1259,33.58,13,720,24275.661022,Female,146,57,41,3,Carrier C,7.1413394628,Supplier 1,Bangalore,36,380,49,81.9710922947,Pass,0.632371612560767,Sea,Route A,597.16942,89.1124317575,24186.5485902425,1,1
cosmetics,SKU1260,94.07,66,906,87151.828501,Male,71,46,91,9,Carrier B,7.5531911049,Supplier 4,Delhi,18,102,52,96.8704893555,Fail,2.658973023824672,Sea,Route C,129.658758,104.42368046039999,87047.4048205396,0,1
skincare,SKU1261,95.1,8,332,29605.649603,Female,92,6,46,1,Carrier C,14.035443321,Supplier 1,Kolkata,42,416,35,29.7354472964,Pending,1.667723778154007,Road,Route A,912.06576,43.7708906174,29561.8787123826,1,1
skincare,SKU1262,15.5,48,668,10491.478817,Male,195,44,111,13,Carrier A,5.0254642549,Supplier 4,Chennai,30,1432,30,60.1904714232,Pass,1.726475050544874,Road,Route B,898.829841,65.2159356781,10426.2628813219,0,1
skincare,SKU1263,98.85,57,426,40379.01184,Female,2,44,180,14,Carrier A,6.3882435602,Supplier 3,Chennai,26,506,37,77.0698114022,Fail,4.617213448499069,Road,Route C,796.619175,83.4580549624,40295.5537850376,0,1
skincare,SKU1264,86.64,29,989,81945.25213,Female,44,9,31,3,Carrier B,9.1499549584,Supplier 5,Mumbai,7,56,45,92.1896186749,Pass,3.19188988657067,Road,Route C,750.677674,101.3395736333,81843.91255636669,0,1
skincare,SKU1265,75.02,33,571,43081.922653,Female,128,51,171,12,Carrier C,18.7412050697,Supplier 5,Delhi,28,546,5,82.2519488355,Pending,3.636478170094549,Road,Route C,997.382816,100.9931539052,42980.929499094804,0,1
haircare,SKU1266,51.14,87,287,13800.258424,Female,130,58,70,6,Carrier C,4.6389918254,Supplier 5,Mumbai,27,128,50,92.8257350173,Pending,2.421919810310527,Road,Route C,925.924738,97.4647268427,13702.7936971573,0,1
skincare,SKU1267,73.42,4,702,55809.119358,Male,88,13,167,1,Carrier A,19.2885028326,Supplier 3,Kolkata,33,1027,19,30.9402253025,Pass,2.692320630077419,Road,Route B,848.382658,50.2287281351,55758.8906298649,1,1
skincare,SKU1268,12.87,91,195,2577.72579,Unknown,81,1,176,13,Carrier C,17.8428226155,Supplier 1,Chennai,57,1435,8,25.7743542018,Pending,1.072490173034838,Rail,Route A,773.374354,43.617176817300006,2534.1086131827,1,1
cosmetics,SKU1269,93.4,77,866,78741.381324,Male,155,26,147,8,Carrier A,4.4436506594,Supplier 1,Mumbai,25,928,53,90.5158242161,Pending,3.093813655199977,Road,Route A,958.216562,94.9594748755,78646.4218491245,0,1
skincare,SKU1270,71.26,99,271,18625.927074,Male,96,36,177,3,Carrier A,18.5706050423,Supplier 5,Chennai,47,1321,21,10.2245908241,Pending,1.31893609180942,Sea,Route A,819.786431,28.7951958664,18597.131878133598,1,1
skincare,SKU1271,77.81,42,899,65347.05577,Female,56,42,62,7,Carrier A,2.8188929384,Supplier 4,Chennai,25,390,36,97.931283364,Pass,0.5605082614266,Air,Route C,642.207937,100.75017630239999,65246.3055936976,0,1
cosmetics,SKU1272,12.17,87,810,9649.658054,Non-binary,185,21,68,8,Carrier A,17.4688729552,Supplier 2,Chennai,59,900,32,98.9540275452,Fail,1.128690888203861,Air,Route A,208.328286,116.4229005004,9533.2351534996,1,1
cosmetics,SKU1273,81.64,67,816,70853.66438,Female,24,48,126,6,Carrier B,19.4527917904,Supplier 2,Chennai,24,789,41,38.9675670751,Pending,1.911593045505106,Rail,Route A,481.977243,58.4203588655,70795.24402113451,0,1
haircare,SKU1274,16.78,27,969,16609.347001,Female,126,37,16,14,Carrier A,14.4658665535,Supplier 2,Delhi,21,1348,35,64.8658255419,Pass,2.155662774721291,Air,Route A,164.305979,79.3316920954,16530.0153089046,0,1
cosmetics,SKU1275,90.67,44,747,61195.211832,Unknown,4,47,177,6,Carrier C,12.4651673114,Supplier 1,Kolkata,26,227,20,69.0623450323,Pass,4.359461164574805,Air,Route B,795.087724,81.5275123437,61113.6843196563,0,1
cosmetics,SKU1276,83.45,90,505,41175.155151,Female,27,2,75,12,Carrier A,8.5553473081,Supplier 5,Chennai,43,1482,41,87.5330330171,Pending,1.584540960941975,Road,Route C,921.023623,96.08838032519999,41079.0667706748,1,1
haircare,SKU1277,49.35,43,601,31193.850945,Unknown,68,33,55,9,Carrier A,13.8107971064,Supplier 5,Kolkata,30,123,28,75.8191759007,Pending,0.535913435014808,Road,Route A,107.813088,89.6299730071,31104.220971992898,0,1
haircare,SKU1278,79.84,56,646,53322.590587,Male,176,31,65,5,Carrier A,19.6954976055,Supplier 2,Chennai,23,853,41,74.8958596573,Pass,3.356482354168963,Air,Route A,436.837043,94.59135726279999,53227.9992297372,0,1
cosmetics,SKU1279,66.09,66,403,29131.166168,Male,131,27,67,8,Carrier A,11.4821298761,Supplier 3,Kolkata,54,1042,53,94.7976704952,Fail,1.072697595507157,Road,Route C,737.07328,106.2798003713,29024.8863676287,1,1
haircare,SKU1280,65.52,28,404,25239.122736,Female,124,13,71,4,Carrier C,2.1565806405,Supplier 4,Mumbai,37,1227,28,25.1166156756,Fail,0.587156978707415,Rail,Route A,998.343238,27.273196316099998,25211.849539683903,1,1
cosmetics,SKU1281,37.91,21,271,9778.814493,Male,151,3,123,1,Carrier B,17.3559904589,Supplier 2,Delhi,46,1333,29,87.378669513,Pending,1.089119831347483,Air,Route A,752.378154,104.7346599719,9674.0798330281,1,1
skincare,SKU1282,12.93,41,517,6639.615076,Male,71,23,12,12,Carrier A,9.5449555203,Supplier 1,Bangalore,7,1416,44,51.340014605,Fail,3.031890475123233,Sea,Route A,680.227047,60.8849701253,6578.7301058747,0,1
cosmetics,SKU1283,69.56,54,918,68179.90753,Male,67,33,159,1,Carrier C,6.0615034158,Supplier 5,Bangalore,42,777,56,19.4440796663,Pass,1.468976762449166,Road,Route A,870.953615,25.5055830821,68154.4019469179,1,1
skincare,SKU1284,11.98,2,838,10523.521749,Female,191,41,63,9,Carrier C,7.6704232076,Supplier 2,Mumbai,29,770,50,80.1967172439,Pass,1.830689370508852,Sea,Route B,803.304001,87.86714045149999,10435.654608548499,0,1
