Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
skincare,SKU1336,42.62,60,580,23476.215627,Female,86,11,191,11,Carrier B,2.040511773,Supplier 1,Kolkata,32,341,58,56.1165529114,Pass,4.475712569542448,Sea,Route A,366.207888
haircare,SKU1337,71.89,34,377,25998.536904,Non-binary,66,55,52,11,Carrier B,5.1990549542,Supplier 5,Chennai,36,939,33,56.504687855,Pass,3.980030447448108,Sea,Route A,799.776608
skincare,SKU1338,40.02,38,933,36713.508552,Non-binary,123,28,31,13,Carrier C,15.6528195517,Supplier 4,Chennai,43,880,48,98.8110951013,Fail,3.757758418155534,Sea,Route A,670.643539
skincare,SKU1339,91.69,82,753,73764.538854,Male,189,43,31,2,Carrier C,9.2701725384,Supplier 4,Chennai,31,119,30,91.2578314412,Pass,2.240220806451791,Rail,Route C,319.743691
cosmetics,SKU1340,49.09,62,388,18488.317917,Female,79,8,25,6,Carrier A,15.1291156456,Supplier 3,Kolkata,21,418,32,88.0035877171,Pass,0.963713625132383,Rail,Route A,108.156788
cosmetics,SKU1341,32.8,75,788,27422.971258,Female,172,9,188,7,Carrier A,18.7496943963,Supplier 5,Delhi,20,832,57,23.3288649821,Pass,4.674625653102035,Air,Route C,688.11245
skincare,SKU1342,22.77,49,75,1846.688921,Non-binary,132,56,73,9,Carrier A,11.1769754208,Supplier 1,Mumbai,29,1384,58,57.753473122,Pass,3.173352417373672,Road,Route A,260.777738
cosmetics,SKU1343,17.06,41,693,11102.048419,Non-binary,136,51,185,1,Carrier B,2.8379260567,Supplier 3,Delhi,44,167,52,16.1526249886,Fail,1.708121049793928,Road,Route B,361.458472
skincare,SKU1344,41.81,83,74,3187.780537,Female,23,23,96,11,Carrier C,5.9925167204,Supplier 5,Delhi,19,250,16,19.7318775105,Pass,3.820606683223645,Air,Route B,701.119271
skincare,SKU1345,85.36,72,44,3856.553867,Female,188,42,32,9,Carrier A,6.9523338584,Supplier 1,Kolkata,38,580,17,99.7151285765,Pending,3.066376885510464,Road,Route B,198.498994
cosmetics,SKU1346,69.61,77,842,63144.533595,Unknown,183,59,41,3,Carrier C,1.1708915635,Supplier 5,Delhi,37,920,54,93.3048503521,Pending,1.187256205764787,Rail,Route C,808.740612
haircare,SKU1347,39.61,18,284,11890.853949,Female,116,6,111,9,Carrier A,18.8179141792,Supplier 4,Kolkata,17,168,39,16.1320837399,Pass,1.607947904432924,Road,Route C,344.358934
cosmetics,SKU1348,24.27,10,652,15999.723891,Male,20,35,80,2,Carrier C,17.7464289741,Supplier 2,Chennai,28,1029,14,39.1436681102,Fail,1.514557530845272,Air,Route B,874.711343
skincare,SKU1349,29.16,43,850,23283.933976,Male,8,9,138,7,Carrier C,5.7293067804,Supplier 3,Chennai,20,87,15,37.3573248374,Pass,4.809547499793685,Air,Route A,285.794996
cosmetics,SKU1350,91.93,45,365,35690.249805,Female,148,52,66,12,Carrier A,2.1478278422,Supplier 4,Chennai,8,806,13,34.8604582209,Pending,3.818756645785616,Rail,Route A,489.859851
haircare,SKU1351,37.56,99,690,23698.068224,Female,9,17,22,9,Carrier B,18.8709887249,Supplier 3,Chennai,52,251,36,41.5765311192,Pass,4.231049320511193,Sea,Route A,202.042639
haircare,SKU1352,57.82,96,588,34106.990097,Male,91,13,159,12,Carrier B,15.1456336963,Supplier 3,Chennai,38,186,56,81.1699127715,Pass,1.267713829763632,Rail,Route C,796.592864
haircare,SKU1353,16.03,27,806,13171.346626,Non-binary,3,58,146,9,Carrier A,13.5879542973,Supplier 1,Chennai,8,1291,56,73.7603061235,Pending,3.697673590611477,Road,Route A,409.088244
skincare,SKU1354,40.64,23,232,10306.52762,Female,122,41,98,7,Carrier B,16.7395642705,Supplier 5,Chennai,35,555,5,90.4033469927,Pass,0.938789029880839,Road,Route B,226.14078
skincare,SKU1355,90.59,31,364,31108.373719,Non-binary,147,35,196,9,Carrier B,12.97790454,Supplier 2,Chennai,49,1472,49,20.9808886466,Pending,0.071833405266034,Sea,Route B,219.421524
haircare,SKU1356,64.6,6,630,41846.223693,Male,165,44,154,5,Carrier A,15.9951722371,Supplier 5,Bangalore,7,873,45,29.6543917231,Fail,4.615930532275395,Road,Route B,757.959736
haircare,SKU1357,44.48,47,494,20761.583289,Non-binary,151,18,100,5,Carrier B,9.7395879567,Supplier 3,Delhi,53,417,51,23.7802177815,Pass,3.28348046126988,Rail,Route A,111.862034
skincare,SKU1358,75.08,41,669,45722.12374,Unknown,30,45,158,8,Carrier A,13.3249778532,Supplier 5,Kolkata,7,1046,32,42.352441866,Pass,1.030871027030688,Road,Route C,182.569646
haircare,SKU1359,58.4,4,55,3430.162542,Female,36,12,16,12,Carrier C,14.7956435678,Supplier 5,Bangalore,15,803,54,73.4763360425,Pass,2.407036852718521,Road,Route B,616.919563
haircare,SKU1360,39.29,54,159,6381.764237,Male,52,22,70,9,Carrier B,17.1779492639,Supplier 4,Delhi,48,950,56,25.9387024865,Pending,1.58723779621073,Rail,Route C,935.895183
haircare,SKU1361,49.54,77,730,39386.848793,Unknown,104,15,192,2,Carrier C,5.1186492353,Supplier 3,Chennai,51,928,11,49.2218537369,Pending,2.30385455788483,Road,Route A,245.784634
haircare,SKU1362,11.59,96,47,582.712759,Non-binary,120,43,155,10,Carrier A,3.032654345,Supplier 3,Kolkata,41,986,37,93.3106144536,Pass,2.655094718899038,Road,Route B,147.554537
skincare,SKU1363,14.21,26,310,4604.357139,Male,113,17,129,13,Carrier B,13.8987839709,Supplier 2,Delhi,15,957,44,76.0745891833,Pass,1.149142459975823,Road,Route A,818.358345
haircare,SKU1364,89.5,9,724,70266.538119,Non-binary,82,21,42,5,Carrier C,1.7992510971,Supplier 4,Mumbai,32,594,50,67.8121615708,Fail,3.780749647070539,Road,Route A,965.170962
cosmetics,SKU1365,57.77,25,104,5476.956618,Male,32,37,101,12,Carrier C,18.1949092935,Supplier 3,Chennai,30,944,57,92.0857144675,Pass,1.064466635244556,Air,Route C,166.369749
cosmetics,SKU1366,29.92,62,437,12122.672668,Unknown,141,41,115,10,Carrier B,4.432094468,Supplier 3,Delhi,39,708,28,60.4587212777,Pending,2.983614827299033,Sea,Route A,152.419107
skincare,SKU1367,80.98,17,241,17848.371029,Non-binary,96,39,66,10,Carrier C,5.2501507233,Supplier 4,Mumbai,51,1449,20,31.6562704056,Pending,2.906852207244106,Road,Route B,696.025064
skincare,SKU1368,63.49,76,927,62270.692819,Non-binary,146,26,152,3,Carrier C,14.2732369531,Supplier 2,Bangalore,47,1363,23,97.1889435611,Fail,2.135765346287558,Sea,Route A,890.252158
skincare,SKU1369,37.13,35,164,6345.693342,Female,63,40,22,4,Carrier B,13.9814753576,Supplier 2,Bangalore,13,213,53,46.91347479,Pass,3.451090478735388,Road,Route B,771.081218
cosmetics,SKU1370,82.46,56,620,51715.741054,Male,161,17,41,2,Carrier A,19.1582916195,Supplier 2,Chennai,58,715,25,56.669268794,Pass,2.846886922820537,Rail,Route A,807.68543
haircare,SKU1371,35.47,92,237,8096.892414,Female,197,42,132,13,Carrier B,6.1029755357,Supplier 3,Chennai,40,1143,37,99.7129846293,Pending,0.086216451933795,Road,Route A,827.743827
skincare,SKU1372,31.08,19,35,983.558622,Unknown,5,19,138,7,Carrier B,10.1857370176,Supplier 3,Mumbai,30,290,46,79.010058208,Fail,0.439971800073061,Rail,Route C,684.132558
cosmetics,SKU1373,64.27,67,778,53431.520858,Male,188,16,26,10,Carrier C,19.4028682859,Supplier 2,Kolkata,54,1083,43,34.6643027378,Pass,2.072122506134049,Air,Route B,507.223045
skincare,SKU1374,57.32,29,449,25825.906488,Female,27,19,138,4,Carrier C,9.6814296563,Supplier 2,Kolkata,9,914,18,91.8301536595,Pending,2.880869647927887,Rail,Route C,962.697867
skincare,SKU1375,59.98,74,239,13108.073381,Female,180,10,112,3,Carrier C,1.9778673983,Supplier 3,Kolkata,9,1470,49,76.4439331071,Fail,4.983506241255545,Sea,Route B,475.143854
skincare,SKU1376,21.87,56,110,2520.063421,Non-binary,115,10,102,9,Carrier A,17.0664911069,Supplier 3,Kolkata,17,931,20,19.131082493,Pass,2.299983221590445,Road,Route C,979.14639
skincare,SKU1377,39.24,62,670,27962.238437,Female,101,42,24,12,Carrier C,1.5307802847,Supplier 5,Mumbai,53,509,59,32.6953995099,Pass,3.198696970344546,Sea,Route C,388.188649
cosmetics,SKU1378,92.76,69,150,13953.06731,Female,149,55,115,12,Carrier B,12.294816922,Supplier 1,Chennai,43,372,9,42.1223411324,Pending,3.212342864886432,Rail,Route A,487.843059
cosmetics,SKU1379,26.76,18,704,18967.180578,Male,11,25,88,7,Carrier B,2.2763331941,Supplier 2,Chennai,50,558,42,13.9950101086,Pass,2.499575237714984,Road,Route C,557.574896
skincare,SKU1380,31.35,18,107,3623.034078,Female,3,51,104,9,Carrier C,2.8204200135,Supplier 2,Mumbai,20,773,58,39.3805693376,Fail,0.020386746626102,Sea,Route A,939.617185
haircare,SKU1381,33.04,99,727,24149.382233,Female,62,54,187,6,Carrier C,13.7731994265,Supplier 1,Bangalore,39,300,41,50.5280324191,Fail,0.926287399627091,Road,Route B,862.615025
haircare,SKU1382,36.6,88,873,30093.384854,Unknown,150,57,42,10,Carrier A,6.6508400968,Supplier 2,Bangalore,35,796,26,82.0862484041,Pending,2.839509206962462,Road,Route B,711.896469
haircare,SKU1383,27.64,53,12,328.571087,Male,66,34,47,8,Carrier B,17.8181451129,Supplier 1,Mumbai,12,1319,19,99.4328227114,Pending,2.194093250741311,Air,Route A,611.22933
skincare,SKU1384,98.98,47,861,86098.999803,Female,2,54,93,14,Carrier B,11.3705120095,Supplier 1,Chennai,28,1178,40,58.6946100548,Pass,1.388157233888454,Sea,Route A,545.91412
cosmetics,SKU1385,62.38,93,953,58630.573407,Non-binary,50,16,96,8,Carrier B,7.1875651844,Supplier 3,Chennai,39,1008,34,82.9685321333,Pending,3.798754404120325,Road,Route C,467.282923
haircare,SKU1386,51.67,9,226,11993.8531,Female,43,21,16,1,Carrier C,11.3518679391,Supplier 2,Delhi,40,1447,41,31.8222318973,Pass,0.717057637128557,Air,Route C,630.478726
cosmetics,SKU1387,18.94,48,964,19913.996023,Non-binary,129,13,25,6,Carrier C,9.7159332156,Supplier 3,Delhi,53,666,25,81.3625207094,Pass,3.35646413322595,Road,Route C,126.498263
cosmetics,SKU1388,92.58,48,670,66451.750552,Female,143,38,100,10,Carrier C,19.1462235478,Supplier 3,Kolkata,38,1298,19,98.9157131386,Pass,2.141602200468317,Road,Route B,239.832923
skincare,SKU1389,60.97,26,352,22860.928426,Non-binary,180,51,22,9,Carrier C,10.6133979561,Supplier 5,Kolkata,22,910,19,54.8107032325,Pass,3.131093725182555,Rail,Route C,542.572165
cosmetics,SKU1390,72.16,1,822,55023.575972,Male,69,6,198,2,Carrier C,13.6046825596,Supplier 5,Mumbai,7,272,39,29.6711007951,Pass,4.968050854901433,Air,Route C,939.845332
cosmetics,SKU1391,45.27,42,715,31092.690119,Non-binary,149,13,53,3,Carrier C,6.8480831003,Supplier 5,Mumbai,56,781,45,27.6883063663,Pending,0.41182151034138,Sea,Route B,804.607092
cosmetics,SKU1392,77.45,61,777,63735.90025,Female,197,48,132,2,Carrier A,6.7554242945,Supplier 3,Chennai,32,1078,34,93.7907028684,Fail,4.204042887477338,Road,Route C,297.13153
haircare,SKU1393,65.24,5,199,13170.458756,Female,178,2,21,10,Carrier C,19.893010551,Supplier 5,Kolkata,30,831,22,18.0599173069,Pass,1.118243227251688,Rail,Route B,648.420737
skincare,SKU1394,69.89,86,315,22347.202372,Male,146,43,196,5,Carrier A,16.8829652108,Supplier 3,Bangalore,33,514,55,74.5610066557,Pending,3.671209454393184,Air,Route C,378.75754
haircare,SKU1395,35.72,53,302,11777.827686,Male,194,10,104,11,Carrier A,17.8198782082,Supplier 4,Bangalore,6,495,20,75.3127925305,Fail,0.73707599262007,Road,Route C,572.133779
skincare,SKU1396,75.43,46,703,53987.418017,Male,75,45,128,13,Carrier A,14.0183929854,Supplier 1,Chennai,12,728,41,78.9535427323,Fail,2.512001799156218,Air,Route C,784.020177
cosmetics,SKU1397,45.51,47,831,37522.991038,Non-binary,171,38,38,7,Carrier C,14.0225096723,Supplier 3,Mumbai,31,815,35,24.568778236,Pass,0.98228120051763,Rail,Route A,830.254341
cosmetics,SKU1398,36.69,82,958,32610.791372,Female,105,49,187,2,Carrier C,13.7893016239,Supplier 2,Mumbai,15,832,27,82.9194252582,Pending,1.855608177621264,Air,Route C,369.275956
haircare,SKU1399,40.92,72,463,18048.844756,Female,95,44,108,5,Carrier C,6.6185046343,Supplier 4,Delhi,27,72,46,64.2158486375,Pass,0.20701166091919,Road,Route C,882.168234
haircare,SKU1400,80.13,89,21,1640.99381,Male,169,35,100,14,Carrier A,8.372931588,Supplier 4,Bangalore,30,1425,33,93.7680824766,Fail,3.375642141090951,Road,Route A,280.241746
haircare,SKU1401,88.2,88,158,14555.696492,Non-binary,44,47,184,12,Carrier B,4.8702380051,Supplier 5,Mumbai,58,1181,10,30.4520345099,Pending,3.667242352855831,Road,Route A,848.895837
skincare,SKU1402,48.68,95,922,46811.867535,Male,84,59,104,10,Carrier B,6.5536005514,Supplier 1,Kolkata,41,1087,12,53.3266491954,Pass,1.638284314298581,Road,Route A,139.940207
skincare,SKU1403,89.92,3,886,82166.001574,Female,54,9,78,12,Carrier C,17.8306615299,Supplier 2,Delhi,44,1047,53,50.1362655698,Pass,3.133140366663238,Rail,Route A,510.940832
skincare,SKU1404,31.32,11,831,25645.146939,Female,116,21,173,10,Carrier A,19.8020616541,Supplier 2,Mumbai,14,1342,19,84.1774417,Pass,2.223110417882771,Road,Route B,859.970034
haircare,SKU1405,34.61,57,110,3925.165037,Non-binary,129,52,20,6,Carrier C,4.6109334375,Supplier 5,Chennai,59,1373,26,96.631262864,Pass,4.567390527644294,Road,Route A,888.293365
haircare,SKU1406,69.64,10,492,31218.327736,Male,135,58,128,7,Carrier C,7.3293837499,Supplier 5,Mumbai,51,562,16,51.0460957358,Pending,0.094986990829138,Air,Route A,387.15864
haircare,SKU1407,73.11,24,33,2281.604912,Female,48,30,91,5,Carrier B,8.7132676705,Supplier 4,Mumbai,32,838,12,28.6943969552,Pending,4.787050994150748,Road,Route A,772.592526
haircare,SKU1408,26.91,9,928,25997.75815,Female,25,2,123,5,Carrier B,19.9441248037,Supplier 2,Delhi,42,426,19,64.8678513326,Pending,4.012407864416156,Road,Route B,380.114982
skincare,SKU1409,15.19,85,930,15391.483983,Female,160,19,17,11,Carrier A,1.6064864937,Supplier 5,Chennai,43,1308,14,54.2538162492,Pending,2.587861759545645,Road,Route A,970.683789
haircare,SKU1410,45.59,52,137,6408.484233,Non-binary,134,2,34,8,Carrier B,4.1152802575,Supplier 5,Mumbai,15,1060,56,89.0927289095,Fail,4.470943604786751,Road,Route B,776.04986
haircare,SKU1411,65.97,67,590,38611.482036,Female,124,13,36,11,Carrier A,18.56221295,Supplier 5,Kolkata,48,764,13,31.6280216007,Fail,3.110272200741777,Road,Route B,717.046176
haircare,SKU1412,52.52,59,780,36883.009528,Unknown,9,9,96,14,Carrier A,19.3488058448,Supplier 1,Delhi,12,423,8,45.2347964457,Pending,0.99451739194678,Road,Route A,662.358068
skincare,SKU1413,24.19,91,549,13094.822456,Non-binary,126,37,163,10,Carrier B,11.1115395637,Supplier 3,Delhi,16,72,51,14.3176407469,Pending,3.653171731966022,Rail,Route B,634.253234
cosmetics,SKU1414,47.34,51,869,38355.760647,Female,88,58,28,2,Carrier B,10.9812535131,Supplier 4,Mumbai,39,631,25,63.3493647769,Pending,1.667453033098795,Air,Route B,820.868288
skincare,SKU1415,60.27,37,69,4390.534712,Non-binary,44,59,135,8,Carrier C,2.7282346562,Supplier 4,Delhi,53,170,29,82.7699871524,Pending,1.262678873877291,Road,Route C,871.404348
cosmetics,SKU1416,53.14,48,67,3659.767205,Female,8,8,104,9,Carrier C,1.9217255305,Supplier 4,Bangalore,41,1115,53,20.688002584,Pass,3.670966588675194,Rail,Route A,489.070693
skincare,SKU1417,57.29,59,924,49176.882912,Male,74,50,101,8,Carrier C,12.6160310746,Supplier 4,Delhi,47,1008,20,72.9467681776,Fail,0.106582327395953,Road,Route B,899.583528
skincare,SKU1418,63.97,99,870,59636.199187,Male,132,48,22,3,Carrier B,17.3612641989,Supplier 3,Bangalore,31,975,10,89.857189518,Pass,1.726199205794869,Air,Route B,459.799793
haircare,SKU1419,21.49,50,63,1478.909809,Male,50,12,184,14,Carrier A,10.9181328483,Supplier 3,Bangalore,52,744,36,46.9524593466,Pass,1.690978390060865,Road,Route A,745.118226
skincare,SKU1420,95.6,84,418,42523.426541,Unknown,132,44,44,12,Carrier C,3.0317852064,Supplier 2,Delhi,36,797,43,91.2132318684,Pass,0.154882966751306,Rail,Route B,633.530859
haircare,SKU1421,21.15,29,414,7968.747625,Female,21,5,148,6,Carrier C,16.306254261,Supplier 3,Delhi,36,366,29,10.408394207,Pending,0.751344937981204,Air,Route B,472.600615
haircare,SKU1422,52.41,32,979,50451.592224,Male,185,18,87,14,Carrier A,14.8231584733,Supplier 5,Bangalore,20,128,35,82.2061277183,Pending,3.150458338198104,Sea,Route B,983.957729
haircare,SKU1423,54.68,4,402,23588.238911,Female,120,58,99,8,Carrier A,7.6461169851,Supplier 1,Kolkata,55,1167,26,69.4011694788,Pass,2.156698482745861,Road,Route B,191.350747
haircare,SKU1424,9.1,18,912,7678.865055,Non-binary,193,44,14,13,Carrier B,14.2978639925,Supplier 3,Mumbai,12,1309,25,98.114860654,Pass,3.771711365555258,Road,Route A,358.39357
cosmetics,SKU1425,46.3,4,677,31067.503908,Male,47,46,55,11,Carrier B,17.5505438615,Supplier 3,Delhi,23,524,44,29.8291219626,Pass,4.344008754565786,Rail,Route B,503.459643
haircare,SKU1426,69.38,27,938,67621.102893,Non-binary,125,13,68,6,Carrier A,14.1935100035,Supplier 4,Chennai,5,483,21,74.2462704666,Pending,3.588685246370757,Air,Route A,928.779358
haircare,SKU1427,13.93,9,579,8011.212162,Female,72,59,198,9,Carrier C,14.5542411121,Supplier 1,Chennai,10,88,29,73.506269822,Fail,0.527713382833464,Road,Route A,494.622222
skincare,SKU1428,54.17,72,47,2701.651414,Non-binary,42,24,145,11,Carrier A,18.9635604522,Supplier 3,Mumbai,37,959,28,36.934560347,Pending,2.674434104685643,Rail,Route C,690.877393
haircare,SKU1429,14.79,88,311,4188.003086,Female,99,40,131,2,Carrier C,3.5140233013,Supplier 1,Bangalore,45,1196,21,29.1883854485,Fail,2.243256942256977,Road,Route C,854.709527
cosmetics,SKU1430,66.97,55,697,43274.020461,Male,189,38,148,8,Carrier A,3.6416490175,Supplier 5,Kolkata,25,595,42,81.3857686016,Pending,0.141498700653932,Road,Route B,428.013863
haircare,SKU1431,39.35,33,49,2087.272121,Female,15,47,35,6,Carrier A,18.1097022291,Supplier 2,Kolkata,19,567,28,62.522216761,Pass,3.219036855512797,Rail,Route A,502.075542
skincare,SKU1432,43.7,88,813,35044.352268,Non-binary,84,32,52,6,Carrier A,11.3121482238,Supplier 2,Delhi,19,676,21,42.5458282612,Pending,4.694553438423249,Road,Route B,551.881303
skincare,SKU1433,84.93,87,805,69193.635695,Non-binary,120,28,58,9,Carrier C,7.7132972932,Supplier 4,Chennai,7,1160,27,72.0263583049,Pending,3.72915866335443,Air,Route A,823.067044
cosmetics,SKU1434,58.79,64,307,18599.478113,Female,55,40,165,13,Carrier A,13.1568073123,Supplier 2,Bangalore,32,941,12,41.9275842352,Pending,4.615349560330538,Sea,Route B,364.081195
skincare,SKU1435,72.3,97,318,23438.021328,Male,45,26,87,10,Carrier C,18.4542276359,Supplier 1,Delhi,52,1331,11,42.7964235523,Pending,0.498865761071386,Rail,Route B,496.90429
skincare,SKU1436,97.79,71,345,33162.777697,Unknown,34,44,187,8,Carrier C,6.5666146896,Supplier 3,Bangalore,55,962,10,48.2046737074,Pending,2.403539242471823,Air,Route C,377.937022
skincare,SKU1437,86.69,88,831,70710.275856,Female,9,14,89,5,Carrier C,6.1475106149,Supplier 3,Bangalore,58,143,36,81.5126626919,Fail,0.957297161269633,Road,Route A,553.640665
haircare,SKU1438,38.36,58,425,15460.079588,Male,121,26,126,4,Carrier B,16.8622163202,Supplier 3,Bangalore,35,633,57,81.0725061463,Pass,3.669585957231379,Air,Route C,206.094506
skincare,SKU1439,15.84,25,589,9014.675791,Female,36,38,38,10,Carrier A,3.9908980041,Supplier 1,Bangalore,39,1370,54,31.2005673829,Pass,4.167389445158977,Air,Route A,130.23387
haircare,SKU1440,41.34,7,594,26102.825071,Female,88,44,28,3,Carrier B,14.4623160853,Supplier 2,Chennai,15,406,49,93.4072994211,Pass,0.474615310196299,Road,Route C,622.758589
cosmetics,SKU1441,11.14,48,185,1875.11429,Non-binary,14,18,121,14,Carrier B,17.0367773555,Supplier 3,Delhi,52,1227,7,26.0083570181,Pass,3.085813668636527,Air,Route B,758.085024
haircare,SKU1442,73.46,30,118,8707.996385,Unknown,57,55,23,13,Carrier B,9.4385241644,Supplier 5,Chennai,48,439,30,43.0854369806,Pending,0.15611410999305,Road,Route A,217.739284
cosmetics,SKU1443,81.29,58,270,22735.758116,Male,158,50,153,8,Carrier C,19.629249997,Supplier 1,Mumbai,11,395,12,80.0526037415,Pending,1.367066003402539,Air,Route A,198.120845
skincare,SKU1444,22.73,8,443,10367.372058,Male,169,58,175,7,Carrier C,19.1685030399,Supplier 1,Bangalore,36,416,21,85.4226471124,Pass,3.69356598692707,Rail,Route A,209.127441
skincare,SKU1445,33.59,17,864,26220.666233,Female,192,2,120,5,Carrier C,9.9270325846,Supplier 5,Kolkata,41,340,42,93.8781297602,Pass,3.421104176296842,Sea,Route C,259.872604
skincare,SKU1446,13.88,82,454,5829.483332,Male,181,24,175,12,Carrier C,9.5488345806,Supplier 4,Mumbai,57,1213,9,80.3581651158,Pass,4.968416528130224,Road,Route A,786.54598
skincare,SKU1447,95.79,70,733,67874.572747,Male,158,36,178,10,Carrier A,4.8123502941,Supplier 3,Mumbai,27,434,40,58.9474695994,Fail,4.042836975037953,Road,Route B,883.53607
haircare,SKU1448,63.35,53,21,1458.203864,Female,199,2,68,1,Carrier B,13.7393650103,Supplier 3,Bangalore,28,800,41,79.3288840629,Fail,3.214686162294127,Road,Route C,495.966835
skincare,SKU1449,78.92,67,509,37458.827524,Female,84,30,51,12,Carrier B,9.8064028581,Supplier 5,Chennai,55,472,52,70.2858257832,Pending,2.544587003188592,Sea,Route B,768.26038
skincare,SKU1450,53.32,39,11,569.095874,Unknown,187,32,68,10,Carrier C,8.0771966176,Supplier 3,Delhi,53,365,55,34.5626962664,Pass,2.047384035008188,Road,Route A,842.613263
cosmetics,SKU1451,11.48,17,377,3925.598686,Female,196,5,137,5,Carrier C,1.4605142891,Supplier 1,Chennai,24,547,54,16.8928504675,Pass,1.341784823286318,Road,Route B,349.290804
haircare,SKU1452,78.91,33,73,5933.523443,Female,197,5,141,12,Carrier B,18.3660007032,Supplier 5,Bangalore,8,1055,30,96.1112235631,Pass,0.450605761858905,Rail,Route C,670.957534
haircare,SKU1453,49.17,39,211,9939.64222,Male,171,6,195,11,Carrier B,5.1323704736,Supplier 5,Bangalore,15,314,16,35.0134580839,Pass,3.325166562015657,Road,Route A,105.463561
